x_est	y_est	vx_est	vy_est	yaw_est	yaw_rate_est	px	py	timestamp	x_gt	y_gt	vx_gt	vy_gt	yaw_gt	yawrate_gt
-15.4504	-9.34175	-4.92391	-1.05883	3.35341	-0.405959	-15.668220	-9.567493	1477010459500000	-15.491600	-9.406491	-4.804762	-1.012687	3.349320	-0.468047
-15.9482	-9.45642	-4.89685	-0.859898	3.31542	-0.407005	-16.086229	-9.598186	1477010459600000	-15.974060	-9.496420	-4.838268	-0.784484	3.302335	-0.475158
-16.4478	-9.46247	-4.90681	-0.48991	3.24111	-0.447121	-16.422859	-9.370292	1477010459700000	-16.459351	-9.563299	-4.861599	-0.551980	3.254647	-0.481969
-16.9469	-9.44973	-4.91027	-0.144851	3.17108	-0.477936	-17.113190	-9.430434	1477010459800000	-16.946440	-9.606726	-4.874268	-0.315773	3.206286	-0.488475
-17.4627	-9.52353	-4.99261	-0.0660486	3.15482	-0.439625	-17.544800	-9.574848	1477010459900000	-17.434250	-9.626363	-4.875828	-0.076502	3.157282	-0.494673
-17.9745	-9.48152	-4.97671	0.25472	3.09045	-0.465423	-17.972441	-9.422985	1477010460000000	-17.921619	-9.621939	-4.865881	0.165151	3.107665	-0.500558
-18.4131	-9.49343	-4.8325	0.371867	3.06479	-0.446083	-18.276251	-9.609973	1477010460100000	-18.407410	-9.593251	-4.844078	0.408470	3.057468	-0.506127
-18.8991	-9.47014	-4.85767	0.520698	3.03481	-0.425817	-18.954479	-9.515445	1477010460200000	-18.890390	-9.540172	-4.810124	0.652707	3.006722	-0.511377
-19.378	-9.31166	-4.84482	0.919322	2.95407	-0.465255	-19.298300	-9.098652	1477010460300000	-19.369360	-9.462647	-4.763781	0.897083	2.955459	-0.516304
-19.865	-9.11309	-4.747	1.36535	2.86153	-0.521359	-19.873131	-8.964172	1477010460400000	-19.843050	-9.360706	-4.704871	1.140799	2.903712	-0.520904
-20.2656	-9.14637	-4.58158	1.19503	2.88644	-0.435739	-20.160740	-9.596632	1477010460500000	-20.310209	-9.234455	-4.633280	1.383034	2.851512	-0.525176
-20.7279	-9.00635	-4.56061	1.41172	2.8414	-0.434708	-20.659559	-8.915274	1477010460600000	-20.769550	-9.084085	-4.548955	1.622957	2.798894	-0.529115
-21.1653	-8.85841	-4.45809	1.59947	2.79712	-0.437154	-21.019541	-8.850815	1477010460700000	-21.219820	-8.909871	-4.451913	1.859725	2.745891	-0.532721
-21.5876	-8.74916	-4.33887	1.66649	2.77488	-0.416344	-21.502859	-8.871913	1477010460800000	-21.659740	-8.712172	-4.342235	2.092496	2.692535	-0.535990
-21.9784	-8.53759	-4.11211	1.92517	2.70373	-0.460616	-21.979340	-8.570888	1477010460900000	-22.088051	-8.491431	-4.220073	2.320430	2.638860	-0.538920
-22.4236	-8.32649	-4.11541	2.13274	2.66347	-0.448247	-22.583799	-8.352956	1477010461000000	-22.503510	-8.248174	-4.085642	2.542698	2.584901	-0.541510
-22.8617	-7.96117	-4.00539	2.63165	2.56029	-0.515403	-22.986090	-7.672402	1477010461100000	-22.904921	-7.983010	-3.939227	2.758484	2.530692	-0.543759
-23.2847	-7.6304	-3.8117	2.98653	2.47698	-0.563468	-23.477720	-7.565831	1477010461200000	-23.291090	-7.696629	-3.781177	2.966995	2.476266	-0.545663
-23.6504	-7.34585	-3.69372	3.12722	2.43906	-0.533004	-23.540770	-7.360692	1477010461300000	-23.660879	-7.389798	-3.611907	3.167464	2.421659	-0.547223
-23.9992	-7.0974	-3.54195	3.15848	2.41336	-0.500597	-23.938370	-7.261707	1477010461400000	-24.013189	-7.063359	-3.431889	3.359156	2.366904	-0.548437
-24.3342	-6.65431	-3.30104	3.57271	2.31669	-0.553654	-24.257360	-6.435202	1477010461500000	-24.346970	-6.718227	-3.241657	3.541377	2.312037	-0.549305
-24.5944	-6.34946	-2.98757	3.61661	2.26123	-0.562808	-24.300751	-6.437988	1477010461600000	-24.661230	-6.355382	-3.041800	3.713473	2.257091	-0.549826
-24.9206	-5.94989	-2.82965	3.8494	2.20469	-0.562737	-25.145960	-5.919019	1477010461700000	-24.955050	-5.975869	-2.832955	3.874837	2.202102	-0.550000
-25.1832	-5.57547	-2.60968	3.96115	2.15335	-0.555364	-25.194090	-5.643722	1477010461800000	-25.227551	-5.580789	-2.615809	4.024918	2.147104	-0.549826
-25.4826	-5.15775	-2.50847	4.13507	2.11608	-0.525337	-25.571251	-5.102407	1477010461900000	-25.477949	-5.171298	-2.391090	4.163218	2.092132	-0.549305
-25.7251	-4.81357	-2.37375	4.10881	2.09467	-0.479878	-25.695169	-4.899949	1477010462000000	-25.705521	-4.748596	-2.159561	4.289300	2.037221	-0.548437
-25.9605	-4.35703	-2.19615	4.29639	2.04333	-0.478533	-25.951571	-4.266589	1477010462100000	-25.909630	-4.313924	-1.922018	4.402788	1.982406	-0.547223
-26.1643	-3.84342	-1.86235	4.55709	1.95876	-0.538246	-26.119801	-3.677232	1477010462200000	-26.089710	-3.868560	-1.679284	4.503373	1.927720	-0.545663
-26.268	-3.33854	-1.40035	4.72431	1.85896	-0.605378	-25.997360	-3.247220	1477010462300000	-26.245300	-3.413805	-1.432200	4.590811	1.873199	-0.543759
-26.3415	-2.86275	-0.987292	4.78635	1.77422	-0.640447	-26.174110	-2.878854	1477010462400000	-26.375999	-2.950983	-1.181621	4.664928	1.818877	-0.541510
-26.4723	-2.49844	-0.81353	4.63402	1.74458	-0.603951	-26.674030	-2.738519	1477010462500000	-26.481501	-2.481434	-0.928411	4.725618	1.764789	-0.538920
-26.5761	-2.07313	-0.634301	4.60615	1.70764	-0.572156	-26.669130	-2.173329	1477010462600000	-26.561590	-2.006501	-0.673434	4.772843	1.710968	-0.535990
-26.6053	-1.58538	-0.365479	4.67543	1.64881	-0.56322	-26.467100	-1.532073	1477010462700000	-26.616131	-1.527530	-0.417552	4.806636	1.657449	-0.532721
-26.6064	-1.13078	-0.0345408	4.65987	1.57821	-0.587716	-26.599751	-1.142766	1477010462800000	-26.645090	-1.045858	-0.161616	4.827096	1.604265	-0.529115
-26.6467	-0.652258	0.150557	4.69377	1.53873	-0.565314	-26.735460	-0.595390	1477010462900000	-26.648479	-0.562811	0.093541	4.834389	1.551450	-0.525176
-26.5899	-0.103425	0.528523	4.81959	1.46157	-0.59569	-26.455330	0.060265	1477010463000000	-26.626450	-0.079695	0.347104	4.828743	1.499037	-0.520904
-26.5466	0.438265	0.808584	4.90311	1.40735	-0.59326	-26.620140	0.575880	1477010463100000	-26.579170	0.402213	0.598287	4.810449	1.447059	-0.516304
-26.5256	0.962614	0.934451	4.9385	1.38379	-0.545083	-26.729290	1.060825	1477010463200000	-26.506941	0.881666	0.846334	4.779858	1.395550	-0.511377
-26.4299	1.45799	1.10826	4.89076	1.34796	-0.506389	-26.398621	1.422123	1477010463300000	-26.410110	1.357453	1.090525	4.737372	1.344542	-0.506127
-26.3363	1.8763	1.25571	4.71448	1.31049	-0.4849	-26.359440	1.793150	1477010463400000	-26.289080	1.828410	1.330181	4.683449	1.294066	-0.500558
-26.2069	2.29202	1.47034	4.55141	1.25833	-0.492603	-26.250179	2.184809	1477010463500000	-26.144360	2.293419	1.564667	4.618589	1.244155	-0.494673
-26.0649	2.76102	1.62854	4.51281	1.22447	-0.465371	-26.064119	2.807007	1477010463600000	-25.976480	2.751414	1.793393	4.543340	1.194841	-0.488475
-25.8674	3.27225	1.95399	4.543	1.1646	-0.494193	-25.834480	3.420054	1477010463700000	-25.786051	3.201385	2.015821	4.458284	1.146154	-0.481969
-25.6794	3.69944	2.14395	4.40354	1.11771	-0.493117	-25.666611	3.635086	1477010463800000	-25.573730	3.642385	2.231463	4.364038	1.098126	-0.475158
-25.4979	4.07794	2.28439	4.19704	1.07235	-0.493109	-25.749241	3.999675	1477010463900000	-25.340219	4.073527	2.439886	4.261248	1.050786	-0.468047
-25.2148	4.5015	2.56937	4.08702	1.00957	-0.507486	-25.021429	4.528026	1477010464000000	-25.086250	4.493991	2.640710	4.150582	1.004165	-0.460640
-24.9469	4.88878	2.72781	3.9283	0.963839	-0.491759	-25.036310	4.884993	1477010464100000	-24.812599	4.903026	2.833613	4.032728	0.958291	-0.452943
-24.6215	5.29856	2.98775	3.82472	0.907644	-0.496161	-24.504141	5.352928	1477010464200000	-24.520081	5.299948	3.018326	3.908388	0.913195	-0.444959
-24.2626	5.65244	3.29887	3.60841	0.830182	-0.535591	-24.115900	5.611521	1477010464300000	-24.209520	5.684145	3.194637	3.778271	0.868904	-0.436695
-23.924	5.97316	3.5098	3.36333	0.764091	-0.556259	-23.915300	5.943773	1477010464400000	-23.881760	6.055076	3.362388	3.643093	0.825446	-0.428154
-23.6151	6.30732	3.50063	3.20755	0.741737	-0.498342	-23.647091	6.291020	1477010464500000	-23.537680	6.412271	3.521475	3.503569	0.782849	-0.419343
-23.2373	6.71055	3.66232	3.21398	0.720289	-0.455922	-23.009880	6.861822	1477010464600000	-23.178129	6.755333	3.671846	3.360409	0.741140	-0.410268
-22.8278	7.02637	3.83874	3.04954	0.671325	-0.45242	-22.699120	7.063003	1477010464700000	-22.803980	7.083934	3.813497	3.214315	0.700345	-0.400933
-22.4317	7.30558	3.99887	2.83277	0.616336	-0.466943	-22.508320	7.315242	1477010464800000	-22.416109	7.397815	3.946474	3.065978	0.660490	-0.391345
-22.0187	7.59982	4.22091	2.66197	0.562661	-0.489808	-22.194691	7.694784	1477010464900000	-22.015381	7.696786	4.070867	2.916073	0.621600	-0.381509
-21.627	7.91125	4.22801	2.58911	0.549466	-0.438304	-21.647270	7.940000	1477010465000000	-21.602640	7.980724	4.186809	2.765256	0.583699	-0.371433
-21.2175	8.07218	4.26069	2.23265	0.482671	-0.4593	-21.085251	7.832295	1477010465100000	-21.178730	8.249571	4.294471	2.614165	0.546812	-0.361122
-20.8499	8.37141	4.18199	2.23617	0.491032	-0.384257	-21.051929	8.509834	1477010465200000	-20.744450	8.503329	4.394061	2.463411	0.510962	-0.350583
-20.3535	8.62988	4.43702	2.13632	0.44872	-0.395166	-20.209999	8.689140	1477010465300000	-20.300619	8.742063	4.485819	2.313582	0.476172	-0.339823
-19.9604	8.85529	4.36386	2.03106	0.435609	-0.35435	-20.063259	8.867236	1477010465400000	-19.847990	8.965893	4.570015	2.165237	0.442462	-0.328848
-19.5436	9.03985	4.33559	1.87548	0.408271	-0.334924	-19.486080	8.966645	1477010465500000	-19.387300	9.174993	4.646942	2.018910	0.409856	-0.317665
-19.0112	9.24781	4.57231	1.7689	0.369138	-0.342251	-18.678631	9.191907	1477010465600000	-18.919279	9.369592	4.716918	1.875103	0.378373	-0.306282
-18.5373	9.43645	4.66459	1.65006	0.340004	-0.337149	-18.424170	9.468520	1477010465700000	-18.444580	9.549965	4.780277	1.734289	0.348033	-0.294705
-17.9702	9.61085	4.95859	1.48618	0.291198	-0.364641	-17.773640	9.724776	1477010465800000	-17.963869	9.716433	4.837370	1.596910	0.318855	-0.282942
-17.4459	9.81612	5.00356	1.47467	0.28661	-0.317562	-17.343580	9.881093	1477010465900000	-17.477730	9.869361	4.888556	1.463380	0.290859	-0.271000
-16.9212	10.0213	5.102	1.45395	0.277618	-0.292998	-16.887560	10.144990	1477010466000000	-16.986759	10.009150	4.934206	1.334081	0.264060	-0.258887
-16.4179	10.1951	5.13584	1.38126	0.262728	-0.277457	-16.515329	10.309120	1477010466100000	-16.491480	10.136250	4.974690	1.209366	0.238478	-0.246611
-15.9305	10.2827	5.12623	1.13773	0.218403	-0.298491	-16.005951	10.184300	1477010466200000	-15.992380	10.251120	5.010385	1.089559	0.214126	-0.234179
-15.4709	10.3325	5.02629	0.882661	0.173836	-0.310987	-15.569870	10.190400	1477010466300000	-15.489930	10.354280	5.041663	0.974957	0.191022	-0.221599
-14.9087	10.4178	5.21686	0.689063	0.131324	-0.335796	-14.936480	10.472180	1477010466400000	-14.984550	10.446250	5.068892	0.865828	0.169179	-0.208879
-14.4328	10.4105	5.05036	0.43513	0.085946	-0.332988	-14.408830	10.222010	1477010466500000	-14.476630	10.527600	5.092432	0.762418	0.148612	-0.196027
-13.8588	10.5906	5.21502	0.572859	0.109409	-0.266623	-13.804860	10.938330	1477010466600000	-13.966520	10.598910	5.112633	0.664944	0.129333	-0.183051
-13.3601	10.6452	5.12363	0.488467	0.0950488	-0.240157	-13.355600	10.551700	1477010466700000	-13.454520	10.660780	5.129834	0.573603	0.111355	-0.169959
-12.8405	10.7646	5.1743	0.518461	0.0998659	-0.209795	-12.959060	11.009890	1477010466800000	-12.940940	10.713830	5.144357	0.488570	0.094688	-0.156761
-12.347	10.7776	5.10922	0.35383	0.0691429	-0.2166	-12.371330	10.609140	1477010466900000	-12.426010	10.758710	5.156511	0.409997	0.079344	-0.143463
-11.8448	10.8767	5.08966	0.405487	0.0795009	-0.175394	-11.945090	11.051500	1477010467000000	-11.909960	10.796060	5.166582	0.338022	0.065332	-0.130074
-11.3412	10.9105	5.08149	0.310662	0.0610601	-0.176194	-11.454830	10.940670	1477010467100000	-11.392990	10.826550	5.174838	0.272761	0.052660	-0.116604
-10.7777	10.8241	5.26334	-0.117117	-0.0222478	-0.274617	-10.600860	10.682250	1477010467200000	-10.875260	10.850860	5.181525	0.214317	0.041338	-0.103060
-10.2909	10.814	5.18755	-0.239938	-0.0462198	-0.270038	-10.414230	10.874650	1477010467300000	-10.356910	10.869670	5.186866	0.162776	0.031372	-0.089450
-9.78439	10.913	5.10482	-0.0329325	-0.00645116	-0.175688	-9.834446	11.103210	1477010467400000	-9.838085	10.883670	5.191060	0.118212	0.022768	-0.075785
-9.29582	10.9181	5.06814	-0.091181	-0.0179891	-0.167113	-9.306602	11.034760	1477010467500000	-9.318874	10.893570	5.194279	0.080686	0.015532	-0.062071
-8.78624	10.9295	5.06644	-0.108656	-0.0214429	-0.148106	-8.788986	11.070660	1477010467600000	-8.799372	10.900070	5.196670	0.050248	0.009669	-0.048318
-8.39459	10.8029	4.81824	-0.400164	-0.0828618	-0.197459	-8.620445	10.657660	1477010467700000	-8.279654	10.903890	5.198353	0.026936	0.005182	-0.034535
-7.79717	10.8649	5.02441	-0.249165	-0.0495503	-0.131575	-7.519712	11.000450	1477010467800000	-7.759787	10.905730	5.199421	0.010779	0.002073	-0.020730
-7.25673	10.8547	5.06119	-0.23047	-0.0455054	-0.102356	-7.156314	10.815040	1477010467900000	-7.239828	10.906310	5.199937	0.001797	0.000346	-0.006911
