x_est	y_est	vx_est	vy_est	yaw_est	yaw_rate_est	px	py	timestamp	x_gt	y_gt	vx_gt	vy_gt	yaw_gt	yawrate_gt
-14.1481	-9.02455	-4.62132	-1.64421	3.48342	-0.381496	-14.473697	-8.795522	1477010459250000	-14.304280	-9.083954	-4.680010	-1.560863	3.463509	-0.448987
-14.6094	-9.1966	-4.63928	-1.47955	3.45031	-0.377409	-14.575722	-9.326336	1477010459350000	-14.775400	-9.229392	-4.736584	-1.345729	3.418412	-0.456828
-15.1569	-9.27503	-4.81189	-1.17022	3.38015	-0.406036	-15.618872	-9.693647	1477010459450000	-15.251750	-9.353023	-4.784356	-1.125000	3.372539	-0.464380
-15.6703	-9.41204	-4.80582	-0.97616	3.34199	-0.40575	-15.938150	-9.357512	1477010459550000	-15.732410	-9.454310	-4.822755	-0.899159	3.325917	-0.471640
-16.1806	-9.50272	-4.83496	-0.756512	3.2968	-0.411206	-16.603270	-8.854592	1477010459650000	-16.216410	-9.532767	-4.851237	-0.668734	3.278577	-0.478601
-16.6418	-9.50599	-4.77724	-0.449568	3.23542	-0.430545	-16.010998	-9.334863	1477010459750000	-16.702740	-9.587966	-4.869295	-0.434301	3.230549	-0.485260
-17.1873	-9.53827	-4.94204	-0.228728	3.18784	-0.432271	-16.925545	-10.857114	1477010459850000	-17.190331	-9.619537	-4.876462	-0.196479	3.181862	-0.491613
-17.7077	-9.54335	-4.94233	0.0176722	3.13802	-0.439673	-18.137079	-9.391461	1477010459950000	-17.678061	-9.627173	-4.872316	0.044070	3.132548	-0.497655
-18.2025	-9.48162	-4.88031	0.328789	3.07432	-0.459266	-18.308264	-9.187777	1477010460050000	-18.164789	-9.610638	-4.856481	0.286648	3.082637	-0.503383
-18.6425	-9.4975	-4.84554	0.425357	3.05403	-0.434663	-18.244303	-9.585467	1477010460150000	-18.649330	-9.569766	-4.828636	0.530522	3.032162	-0.508793
-19.1249	-9.44273	-4.85512	0.634313	3.01168	-0.432365	-18.698296	-9.028864	1477010460250000	-19.130461	-9.504465	-4.788514	0.774927	2.981153	-0.513881
-19.601	-9.26463	-4.74151	1.02373	2.92895	-0.470121	-19.703667	-8.799060	1477010460350000	-19.606939	-9.414724	-4.735906	1.019074	2.929644	-0.518645
-20.0938	-9.0472	-4.69816	1.43504	2.84515	-0.503285	-20.381456	-7.675496	1477010460450000	-20.077520	-9.300609	-4.670665	1.262153	2.877667	-0.523081
-20.5025	-9.10674	-4.59694	1.27962	2.8701	-0.435078	-20.458733	-9.744800	1477010460550000	-20.540930	-9.162270	-4.592709	1.503337	2.825254	-0.527187
-20.9687	-8.93047	-4.53766	1.54764	2.8129	-0.447936	-21.556768	-8.500496	1477010460650000	-20.995899	-8.999938	-4.502020	1.741788	2.772439	-0.530960
-21.3965	-8.77555	-4.41291	1.72354	2.76924	-0.448054	-21.862797	-8.641291	1477010460750000	-21.441151	-8.813932	-4.398646	1.976663	2.719255	-0.534397
-21.7709	-8.62494	-4.13799	1.83423	2.72435	-0.454198	-21.951445	-7.412741	1477010460850000	-21.875420	-8.604651	-4.282703	2.207120	2.665735	-0.537498
-22.1852	-8.43483	-4.10497	2.02464	2.68339	-0.447583	-22.191402	-7.703922	1477010460950000	-22.297461	-8.372581	-4.154374	2.432324	2.611914	-0.540258
-22.6099	-8.21982	-4.01003	2.21454	2.63702	-0.450959	-22.317709	-8.577583	1477010461050000	-22.706051	-8.118289	-4.013912	2.651451	2.557826	-0.542677
-23.0474	-7.84137	-3.84793	2.6496	2.53857	-0.505568	-23.269333	-8.320311	1477010461150000	-23.099979	-7.842426	-3.861632	2.863697	2.503504	-0.544754
-23.4857	-7.50748	-3.8316	2.97906	2.48072	-0.508134	-23.473007	-7.021029	1477010461250000	-23.478100	-7.545719	-3.697916	3.068281	2.448983	-0.546486
-23.8435	-7.20115	-3.6623	3.16432	2.42901	-0.507885	-24.050508	-6.569683	1477010461350000	-23.839291	-7.228974	-3.523209	3.264451	2.394298	-0.547873
-24.1674	-6.93331	-3.43154	3.2252	2.38718	-0.502902	-24.357729	-5.940857	1477010461450000	-24.182461	-6.893070	-3.338014	3.451493	2.339482	-0.548915
-24.5037	-6.50293	-3.20084	3.55798	2.3034	-0.536809	-24.788015	-7.183670	1477010461550000	-24.506599	-6.538955	-3.142893	3.628730	2.284571	-0.549609
-24.7361	-6.1897	-2.89664	3.59986	2.24837	-0.538549	-24.610756	-6.008782	1477010461650000	-24.810749	-6.167641	-2.938459	3.795532	2.229599	-0.549957
-25.0552	-5.76785	-2.74294	3.86431	2.18808	-0.544548	-24.897453	-5.022853	1477010461750000	-25.094009	-5.780204	-2.725375	3.951321	2.174602	-0.549957
-25.3391	-5.40382	-2.60165	3.97406	2.15044	-0.525155	-25.532801	-5.439901	1477010461850000	-25.355560	-5.377771	-2.504349	4.095570	2.119613	-0.549609
-25.6152	-4.98897	-2.47126	4.14374	2.10855	-0.509057	-25.017841	-6.559035	1477010461950000	-25.594629	-4.961521	-2.276127	4.227811	2.064667	-0.548915
-25.847	-4.60964	-2.2793	4.19593	2.06842	-0.496755	-25.816221	-4.406809	1477010462050000	-25.810539	-4.532677	-2.041490	4.347639	2.009799	-0.547873
-26.0729	-4.13961	-2.00791	4.36762	2.00171	-0.521949	-26.895323	-4.439660	1477010462150000	-26.002701	-4.092498	-1.801248	4.454710	1.955044	-0.546486
-26.2448	-3.61167	-1.66871	4.59916	1.91885	-0.559144	-26.565239	-3.857229	1477010462250000	-26.170601	-3.642274	-1.556233	4.548748	1.900437	-0.544754
-26.3271	-3.10291	-1.25631	4.73199	1.8303	-0.593592	-26.297581	-3.010782	1477010462350000	-26.313780	-3.183319	-1.307294	4.629543	1.846011	-0.542677
-26.4084	-2.64764	-0.937937	4.74643	1.76589	-0.597577	-26.468084	-3.449668	1477010462450000	-26.431910	-2.716966	-1.055291	4.696955	1.791802	-0.540258
-26.533	-2.27523	-0.764201	4.62506	1.73455	-0.570484	-26.657043	-1.723817	1477010462550000	-26.524731	-2.244556	-0.801090	4.750913	1.737843	-0.537498
-26.6105	-1.84933	-0.550056	4.60014	1.6898	-0.555543	-26.324816	-1.322608	1477010462650000	-26.592060	-1.767436	-0.545553	4.791414	1.684169	-0.534397
-26.6089	-1.36823	-0.202466	4.64244	1.61438	-0.577902	-26.499798	-2.195256	1477010462750000	-26.633810	-1.286948	-0.289538	4.818524	1.630813	-0.530960
-26.6401	-0.917654	0.0223968	4.62679	1.56596	-0.568852	-27.200827	-1.676785	1477010462850000	-26.649969	-0.804425	-0.033888	4.832376	1.577809	-0.527187
-26.64	-0.41347	0.301961	4.70266	1.50667	-0.57687	-26.989058	0.035149	1477010462950000	-26.640631	-0.321181	0.220572	4.833166	1.525191	-0.523081
-26.5768	0.140367	0.6408	4.82732	1.43882	-0.587785	-26.953741	0.136943	1477010463050000	-26.605949	0.161489	0.473041	4.821156	1.472992	-0.518645
-26.5375	0.683213	0.857383	4.89864	1.39753	-0.566718	-26.824057	0.381506	1477010463150000	-26.546160	0.642323	0.722748	4.796667	1.421244	-0.513881
-26.4864	1.23291	1.02728	4.96237	1.36667	-0.533638	-25.956177	2.604087	1477010463250000	-26.461580	1.120091	0.968955	4.760074	1.369981	-0.508793
-26.3883	1.6737	1.21817	4.79657	1.32209	-0.520019	-26.507204	-0.563928	1477010463350000	-26.352591	1.593607	1.210961	4.711810	1.319235	-0.503383
-26.265	2.10367	1.43705	4.64489	1.27075	-0.519804	-26.347504	1.828270	1477010463450000	-26.219650	2.061726	1.448108	4.652353	1.269038	-0.497655
-26.1389	2.50544	1.58058	4.45024	1.22953	-0.503734	-26.069046	2.278965	1477010463550000	-26.063280	2.523357	1.679785	4.582228	1.219422	-0.491613
-25.9658	2.97654	1.85197	4.43055	1.17487	-0.514061	-26.323418	3.023876	1477010463650000	-25.884050	2.977463	1.905426	4.502000	1.170417	-0.485260
-25.7776	3.49775	2.08428	4.47895	1.13525	-0.502419	-26.182423	3.733762	1477010463750000	-25.682590	3.423063	2.124519	4.412270	1.122056	-0.478601
-25.5575	3.89923	2.29676	4.29387	1.07963	-0.507701	-25.577251	3.133161	1477010463850000	-25.459579	3.859241	2.336602	4.313670	1.074368	-0.471640
-25.3705	4.26688	2.41731	4.08031	1.03596	-0.502898	-25.351568	3.756908	1477010463950000	-25.215740	4.285143	2.541269	4.206857	1.027384	-0.464380
-25.0603	4.6862	2.67442	3.9619	0.977022	-0.503781	-24.271910	4.309170	1477010464050000	-24.951830	4.699982	2.738170	4.092510	0.981133	-0.456828
-24.7874	5.06859	2.85579	3.80834	0.927372	-0.50233	-24.360872	4.959468	1477010464150000	-24.668650	5.103041	2.927008	3.971324	0.935644	-0.448987
-24.4464	5.47556	3.16319	3.72396	0.866641	-0.516013	-24.437857	5.245917	1477010464250000	-24.367001	5.493672	3.107543	3.844007	0.890947	-0.440862
-24.0954	5.81555	3.40872	3.51537	0.800799	-0.531989	-24.563763	4.758358	1477010464350000	-24.047741	5.871299	3.279590	3.711270	0.847069	-0.432459
-23.7795	6.14684	3.43032	3.28157	0.76324	-0.506626	-23.549133	6.444952	1477010464450000	-23.711710	6.235417	3.443019	3.573830	0.804038	-0.423782
-23.4667	6.46202	3.48585	3.08545	0.724541	-0.491565	-23.754429	6.537464	1477010464550000	-23.359779	6.585591	3.597751	3.432399	0.761882	-0.414838
-23.0416	6.83563	3.72818	3.02014	0.680859	-0.481596	-22.786219	5.741435	1477010464650000	-22.992821	6.921459	3.743759	3.287685	0.720627	-0.405632
-22.6138	7.15223	3.96424	2.87508	0.627475	-0.486681	-22.417955	6.761589	1477010464750000	-22.611710	7.242727	3.881065	3.140384	0.680299	-0.396170
-22.1979	7.4354	4.20261	2.7031	0.571576	-0.500386	-22.054335	7.854517	1477010464850000	-22.217300	7.549173	4.009736	2.991180	0.640923	-0.386458
-21.8328	7.75446	4.1754	2.58977	0.555173	-0.464026	-21.617815	9.035102	1477010464950000	-21.810459	7.840639	4.129885	2.840738	0.602525	-0.376501
-21.4374	8.02237	4.21706	2.4214	0.521227	-0.450371	-21.863657	7.786608	1477010465050000	-21.392031	8.117035	4.241663	2.689706	0.565128	-0.366307
-21.0315	8.19149	4.15094	2.10313	0.468964	-0.447336	-20.550310	9.286161	1477010465150000	-20.962830	8.378334	4.345261	2.538708	0.528756	-0.355881
-20.6101	8.45845	4.31536	2.03498	0.440644	-0.436558	-19.926485	9.408466	1477010465250000	-20.523680	8.624568	4.440903	2.388345	0.493433	-0.345230
-20.1629	8.71709	4.3377	1.94587	0.421684	-0.406555	-20.227715	8.853199	1477010465350000	-20.075350	8.855831	4.528845	2.239190	0.459181	-0.334362
-19.7741	8.91834	4.25849	1.78676	0.397268	-0.38675	-19.926359	8.781795	1477010465450000	-19.618610	9.072271	4.609368	2.091789	0.426020	-0.323282
-19.3122	9.10237	4.39291	1.64696	0.358694	-0.38654	-18.571920	10.206901	1477010465550000	-19.154160	9.274090	4.682779	1.946661	0.393973	-0.311998
-18.8052	9.28614	4.5503	1.52009	0.322408	-0.382602	-19.282488	8.981887	1477010465650000	-18.682720	9.461538	4.749403	1.804293	0.363059	-0.300517
-18.2754	9.44179	4.80767	1.3583	0.275352	-0.39566	-18.163364	8.724442	1477010465750000	-18.204941	9.634916	4.809585	1.665143	0.333298	-0.288846
-17.73	9.66859	4.89484	1.34982	0.269076	-0.35858	-17.229595	9.977671	1477010465850000	-17.721439	9.794565	4.863679	1.529639	0.304708	-0.276993
-17.2018	9.85984	5.00496	1.29046	0.252341	-0.340454	-17.155388	10.212049	1477010465950000	-17.232821	9.940872	4.912050	1.398179	0.277309	-0.264964
-16.6703	10.0547	5.09583	1.25444	0.241371	-0.318781	-16.595776	10.107823	1477010466050000	-16.739630	10.074260	4.955070	1.271129	0.251116	-0.252769
-16.1647	10.231	5.14333	1.19638	0.228543	-0.302651	-16.089970	10.582405	1477010466150000	-16.242380	10.195180	4.993113	1.148829	0.226147	-0.240414
-15.6905	10.315	5.06546	0.995236	0.194004	-0.303981	-15.723447	10.410048	1477010466250000	-15.741550	10.304130	5.026553	1.031590	0.202417	-0.227907
-15.1717	10.3466	5.19143	0.725248	0.138803	-0.331612	-14.238520	10.910906	1477010466350000	-15.237580	10.401630	5.055761	0.919692	0.179942	-0.215255
-14.675	10.4282	5.06472	0.603099	0.11852	-0.312606	-14.724007	9.635065	1477010466450000	-14.730890	10.488220	5.081101	0.813394	0.158735	-0.202468
-14.1773	10.421	5.03721	0.348079	0.0689919	-0.327777	-13.900494	10.523779	1477010466550000	-14.221830	10.564470	5.102928	0.712926	0.138811	-0.189554
-13.6185	10.6177	5.08533	0.493181	0.0966787	-0.266371	-13.395610	10.785680	1477010466650000	-13.710730	10.630990	5.121588	0.618496	0.120181	-0.176519
-13.1092	10.6428	5.094	0.328596	0.0644172	-0.271173	-12.937368	10.813743	1477010466750000	-13.197910	10.688370	5.137411	0.530288	0.102857	-0.163373
-12.5929	10.7783	5.10222	0.38715	0.0757336	-0.234099	-12.251761	11.249520	1477010466850000	-12.683620	10.737260	5.150712	0.448467	0.086850	-0.150124
-12.1117	10.7767	5.00034	0.224058	0.0447787	-0.236781	-11.935205	10.916081	1477010466950000	-12.168110	10.778290	5.161789	0.373177	0.072171	-0.136779
-11.5882	10.86	5.04958	0.222486	0.0440319	-0.215237	-10.970317	10.967628	1477010467050000	-11.651580	10.812120	5.170921	0.304546	0.058828	-0.123349
-11.0826	10.8313	5.20872	-0.026158	-0.00502192	-0.253559	-11.347199	10.511093	1477010467150000	-11.134210	10.839440	5.178363	0.242681	0.046830	-0.109840
-10.5268	10.809	5.24593	-0.173725	-0.033104	-0.254234	-10.656251	10.836873	1477010467250000	-10.616150	10.860910	5.184351	0.187679	0.036185	-0.096263
-10.0586	10.8442	5.01913	-0.153634	-0.0306001	-0.218693	-9.904133	11.225469	1477010467350000	-10.097550	10.877230	5.189095	0.139618	0.026900	-0.082624
-9.57301	10.8682	4.97771	-0.187729	-0.0376961	-0.205056	-10.195033	10.349767	1477010467450000	-9.578521	10.889090	5.192781	0.098566	0.018979	-0.068933
-9.06996	10.873	4.95761	-0.232289	-0.0468207	-0.192709	-9.222603	10.352651	1477010467550000	-9.059154	10.897200	5.195570	0.064579	0.012429	-0.055199
-8.56706	10.8625	4.95178	-0.295796	-0.0596644	-0.18629	-8.839141	10.031876	1477010467650000	-8.539535	10.902270	5.197594	0.037699	0.007253	-0.041430
-8.16558	10.7917	4.73182	-0.429083	-0.0904331	-0.193739	-7.915434	11.115670	1477010467750000	-8.019735	10.905010	5.198959	0.017962	0.003455	-0.027634
-7.55827	10.837	4.91771	-0.332949	-0.0676008	-0.14918	-7.259867	10.645798	1477010467850000	-7.499815	10.906130	5.199745	0.005390	0.001037	-0.013822
